level,question_id,question_text,question_hint,question_answer,severity,unlock_status_xp_needed
2,L2_HARD_Q1,"Zero detects a paradox where citizens appear to have jobs, but the job no longer exists in Link City records. Nyx asks you to reveal the names of all such citizens so the broken bridges can be removed.","Look for links that should exist but don’t.","SELECT c.name FROM citizens c LEFT JOIN roles r ON c.role_id = r.id WHERE r.id IS NULL;","normal",1600
2,L2_HARD_Q2,"Some factions claim members, but Zero suspects these citizens do not exist anymore. To expose the lie, list all faction names along with citizen names where the citizen record is missing.","Reverse the perspective of the join.","SELECT f.faction_name, c.name FROM factions f LEFT JOIN citizens c ON c.faction_id = f.id WHERE c.id IS NULL;","normal",1700
2,L2_HARD_Q3,"A hidden glitch causes citizens to be linked to zones that were deleted long ago. Zero must identify citizens whose home zone reference is invalid.","Broken foreign keys hide in plain sight.","SELECT c.name FROM citizens c LEFT JOIN zones z ON c.home_zone_id = z.id WHERE z.id IS NULL;","normal",1800
2,L2_HARD_Q4,"Nyx orders a deep integrity scan: show each citizen, their faction, and their role, but only if both relationships are valid and the citizen is not corrupted.","Trust only fully connected records.","SELECT c.name, f.faction_name, r.role_name FROM citizens c JOIN factions f ON c.faction_id = f.id JOIN roles r ON c.role_id = r.id WHERE c.is_corrupted = 0;","normal",1900
2,L2_HARD_Q5,"Zero notices duplicate-looking citizens living at the same address with different identities. To investigate, list citizen names with their address IDs, ordered by address.","Ordering helps patterns emerge.","SELECT c.name, a.address_id FROM citizens c JOIN addresses a ON c.address_id = a.id ORDER BY a.address_id ASC;","normal",2000
2,L2_HARD_Q6,"Some citizens are assigned roles that belong to a different faction than their own, causing instability. Zero must reveal such mismatches.","Compare relationships across multiple tables.","SELECT c.name FROM citizens c JOIN roles r ON c.role_id = r.id JOIN factions f ON c.faction_id = f.id WHERE r.faction_id <> f.id;","normal",2100
2,L2_HARD_Q7,"Pixel suspects ghost citizens who appear in transaction logs but not in citizen records. To confirm, list transaction IDs linked to missing citizens.","Missing identity causes chaos.","SELECT t.id FROM transactions t LEFT JOIN citizens c ON t.citizen_id = c.id WHERE c.id IS NULL;","normal",2200
2,L2_HARD_Q8,"Link City transport systems malfunction because some routes are assigned to zones that have no citizens. Zero must identify such empty zones.","Find parents without children.","SELECT z.zone_name FROM zones z LEFT JOIN citizens c ON c.home_zone_id = z.id WHERE c.id IS NULL;","normal",2300
2,L2_HARD_Q9,"Nyx wants a clean high-trust list: show citizens, their roles, factions, and zones, but exclude anyone with any missing relationship.","Any NULL means instability.","SELECT c.name, r.role_name, f.faction_name, z.zone_name FROM citizens c JOIN roles r ON c.role_id = r.id JOIN factions f ON c.faction_id = f.id JOIN zones z ON c.home_zone_id = z.id;","normal",2400
2,L2_HARD_Q10,"Zero must generate a stability report showing only real citizens who belong to Zone A or Zone B, have valid roles and factions, and are ordered by name.","Combine everything you know.","SELECT c.name FROM citizens c JOIN roles r ON c.role_id = r.id JOIN factions f ON c.faction_id = f.id JOIN zones z ON c.home_zone_id = z.id WHERE c.is_corrupted = 0 AND z.zone_name IN ('A','B') ORDER BY c.name ASC;","normal",2500
2,L2_BOSS_HARD1,"BOSS FIGHT: The Relationship Reaper fractures Link City by exploiting broken links. To weaken it, Zero must find all non-corrupted citizens whose faction, role, and home zone all exist, excluding any ghost or partially linked entity, and restore order by sorting them alphabetically.","If any link is missing, the row must vanish.","SELECT c.name, f.faction_name, r.role_name, z.zone_name FROM citizens c JOIN factions f ON c.faction_id = f.id JOIN roles r ON c.role_id = r.id JOIN zones z ON c.home_zone_id = z.id WHERE c.is_corrupted = 0 ORDER BY c.name ASC;","boss",2800
2,L2_BOSS_HARD2,"FINAL BOSS: In its final form, the Relationship Reaper hides by mixing real and fake identities across every system. Zero must expose only those citizens who are fully connected, not corrupted, belong to valid factions and roles, live in Zone C or D, and then sort them by descending threat level to collapse the monster.","Perfect joins reveal perfect truth.","SELECT c.name, c.threat_level, f.faction_name, r.role_name FROM citizens c JOIN factions f ON c.faction_id = f.id JOIN roles r ON c.role_id = r.id JOIN zones z ON c.home_zone_id = z.id WHERE c.is_corrupted = 0 AND z.zone_name IN ('C','D') ORDER BY c.threat_level DESC;","boss",3200
